Company Name,Tradestyle,Address Line 1,City,Province,Postal Code,Country,Phone,URL,Revenue (USD),Employees (Single Site),Employees (Blended Sites),Business Description,Ownership Type,Entity Type,Parent Company,Parent Country,Ultimate Parent Company,Ultimate Parent Country,D&B Hoovers Industry,NAICS 2012 Code,NAICS 2012 Description,Import/Export Status,Manufacturing Status
Leitman Steven,,225 Bagot St Suite 3,Kingston,Ontario,K7L 3G3,Canada,613-544-7990,http://www.cfla.on.ca,"230,079.95",2,2,Establishments which are headed by members of the bar and are primarily engaged in offering legal advice or services.,Private,Independent,,,,,Legal Services,541110,Offices of Lawyers,,
"Lemesurier, Dr Jeannie",,11 Princess St Suite 302,Kingston,Ontario,K7L 1A1,Canada,613-484-1989,,"66,022.94",1,1,"Establishments of health practitioners engaged in the practice of health fields, not elsewhere classified. Practitioners may or may not be licensed or certified, depending on the State in which they practice. Establishments operating as clinics of health practitioners, not elsewhere classified, are included in this industry.",Private,Independent,,,,,Physicians and Health Practitioners,621330,Offices of Mental Health Practitioners (except Physicians),,
"Lemmon, Thos & Sons (1973) Ltd",Thomas Lemmon & Sons,765 Montreal St,Kingston,Ontario,K7K 3J6,Canada,613-546-9161,,"1,200,417.20",10,10,"Lemmon, Thos & Sons (1973) Ltd is a special trade contractor primarily engaged in  plumbing, heating, air-conditioning, and similar work. Sheet metal work performed by plumbing, heating, and air-conditioning contractors in conjunction with the installation of plumbing, heating, and air-conditioning equipment is included.",Private,Independent,,,,,Specialty Construction Trade Contractors,238220,"Plumbing, Heating, and Air-Conditioning Contractors",,
Len Concoran Excavating Limited,,2212 Sydenham Rd Rr 1,Elginburg,Ontario,K0H 1M0,Canada,613-542-0820,http://www.lencorex.com,"3,601,251.10",20,20,"Len Concoran Excavating Limited is a special trade contractor primarily engaged in  the construction of heavy projects, not elsewhere classified.",Private,Independent,,,,,Specialty Construction Trade Contractors,237990,Other Heavy and Civil Engineering Construction,,
Lend A Hand Autobody,,130 Railway St Unit 4,Kingston,Ontario,K7K 2L9,Canada,613-547-5265,,"96,033.365",1,1,"Lend A Hand Autobody is primarily engaged in the repair of automotive tops, bodies, and interiors, or automotive painting and refinishing. Also This also includes customizing automobiles, trucks, and vans except on a factory basis.",Private,Independent,,,,,Motor Vehicle Repair and Maintenance,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",,
"Lendrum, Gordon",,403 Millhaven Rd,Odessa,Ontario,K0H 2H0,Canada,613-386-7151,,"540,187.72",4,4,"Lendrum, Gordon is primarily engaged in manufacturing machinery for sawmills, for making particleboard and similar products, and for otherwise working or producing wood products.",Private,Independent,,,,,Machinery and Equipment Manufacturing,333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing",,TRUE
Lennox & Addington Mutual Fire,,3734 Moreland-Dixon Rd,Inverary,Ontario,K0H 1X0,Canada,613-353-2739,,"130,045.18",1,1,"Agents primarily representing one or more insurance carriers, or brokers not representing any particular carriers primarily engaged as independent contractors in the sale or placement of insurance contracts with carriers, but not employees of the insurance carriers they represent. This industry also includes independent organizations concerned with insurance services.",Private,Independent,,,,,Insurance Agents,524210,Insurance Agencies and Brokerages,,
Lennox Canada Inc,Service Experts TLC,9 Terry Fox Dr,Kingston,Ontario,K7M 7K5,Canada,613-548-4478,http://www.serviceexperts.ca,,15,15,"Lennox Canada Inc is primarily engaged in the retail sale of electric and gas refrigerators, stoves, and other household appliances, such as electric irons, percolators, hot plates, and vacuum cleaners. Many such stores also sell radio and television sets. Retail stores operated by public utility companies and primarily engaged in the sale of electric and gas appliances for household use are classified in this industry.",Private,Branch,Lennox Canada Inc,Canada,Lennox Canada Inc,Canada,Electronics and Appliances Stores,443141,Household Appliance Stores,,
Leonard Electric,,102 Herchmer Cres,Kingston,Ontario,K7M 2V9,Canada,613-328-3185,,"120,041.71",1,1,Leonard Electric is a special trade contractor primarily engaged in  electrical work at the site.,Private,Independent,,,,,Specialty Construction Trade Contractors,238210,Electrical Contractors and Other Wiring Installation Contractors,,
Leopard Frog Recording Studio,,267 Queen St,Kingston,Ontario,K7K 1B5,Canada,613-546-3198,,"100,034.76",1,1,"Leopard Frog Recording Studio is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis.",Private,Independent,,,,,Miscellaneous Professional Services,561499,All Other Business Support Services,,
Leo's Watch And Jewellery Repair,,945 Gardiners Rd,Kingston,Ontario,K7M 7H4,Canada,613-634-1481,,,1,1,"Leo's Watch And Jewellery Repair is primarily engaged in the repair of watches, clocks, or jewelry.",Private,Independent,,,,,Miscellaneous Repair and Maintenance,811490,Other Personal and Household Goods Repair and Maintenance,,
Let Go Wellness Centre,,633 Norris Crt Unit 4,Kingston,Ontario,K7P 2R9,Canada,613-634-9094,,"270,093.86",6,6,"Let Go Wellness Centre is primarily engaged in operating reducing and other health clubs, spas, and similar facilities featuring exercise and other active physical fitness conditioning, whether or not on a membership basis. Also included in this industry are establishments providing aerobic dance and exercise classes.",Private,Independent,,,,,Fitness and Recreation Centers,713940,Fitness and Recreational Sports Centers,,
Levac Propane Inc.,,1525 John Counter Blvd,Kingston,Ontario,K7M 3L5,Canada,613-544-3335,,"1,300,451.80",7,7,Levac Propane Inc. is primarily engaged in the retail sale of bottled or bulk liquefied petroleum (LP) gas.,Private,Independent,,,,,Gasoline Stations and Fuel Dealers,454310,Fuel Dealers,,
Levac Supply Limited,,25 Railway St,Kingston,Ontario,K7K 2L7,Canada,613-546-6663,http://www.levacsupply.com,"6,802,363.40",5,25,"Levac Supply Limited is primarily engaged in the wholesale distribution of industrial supplies, not elsewhere classified.",Private,Parent,,,,,Machinery Wholesale,423830,Industrial Machinery and Equipment Merchant Wholesalers,,
LexisNexis Canada Inc,LexisNexis,2 Gore St,Kingston,Ontario,K7L 2L1,Canada,,http://www.lexisnexis.ca,,50,50,"LexisNexis Canada Inc is primarily engaged in the design, development, and production of prepackaged computer software. Important products of this industry include operating, utility, and applications programs. Establishments of this industry may also provide services such as preparation of software documentation for the user-installation of software for the user; and training the user in the use of the software.",Private,Branch,LexisNexis Canada Inc,Canada,Relx Group PLC,United Kingdom,Software,511210,Software Publishers,,
Lexus Of Kingston,,1917 Bath Rd,Kingston,Ontario,K7M 4Y3,Canada,613-634-5555,http://www.lexusofkingston.com,"500,173.81",1,1,"Lexus Of Kingston is primarily engaged in the retail sale of new automobiles or new and used automobiles. These establishments frequently maintain repair departments and carry stocks of replacement parts, tires, batteries, and automotive accessories. These establishments also frequently sell pickups and vans at retail.",Private,Independent,,,,,Motor Vehicle and Parts Dealers,441110,New Car Dealers,,
Liaison College of Culinary Arts,,28 Bath Rd,Kingston,Ontario,K7L 1H4,Canada,,,"530,184.15",4,4,"Colleges, universities, and professional schools furnishing academic courses and granting academic degrees. The requirement for admission is at least a high school diploma or equivalent general academic training.",Private,Independent,,,,,Colleges and Universities,611310,"Colleges, Universities, and Professional Schools",,
Liberty Tax Service Inc,,805A Bayridge Dr,Kingston,Ontario,K7P 1T5,Canada,,http://www.libertytaxcanada.com,,10,10,"Liberty Tax Service Inc is primarily engaged in providing tax return preparation services without also providing accounting, auditing, or bookkeeping services.",Private,Branch,Liberty Tax Service Inc,Canada,"Liberty Tax, Inc.",United States,Accounting and Tax Preparation,541213,Tax Preparation Services,,
Libro Financial Corporation,,707 Davis Dr,Kingston,Ontario,K7M 7X5,Canada,,,"220,076.46",2,2,"Libro Financial Corporation is primarily engaged in furnishing business consulting services, not elsewhere classified, on a contract or fee basis.",Private,Independent,,,,,Consulting Services,541618,Other Management Consulting Services,,
Libromanie Librairie Francophn,,122 Princess St,Kingston,Ontario,K7L 1A7,Canada,,,"100,034.76",1,1,Libromanie Librairie Francophn is primarily engaged in the retail sale of new books and magazines.,Private,Independent,,,,,Sporting Goods and Recreation Stores,451211,Book Stores,,
"Licharson Associates Custom Modeling Service, The",TLA Custom Models,187 Simmons Rd,Odessa,Ontario,K0H 2H0,Canada,613-386-7720,http://www.tlacanada.com,"220,076.46",2,2,"Licharson Associates Custom Modeling Service, The is primarily engaged in furnishing business consulting services, not elsewhere classified, on a contract or fee basis.",Private,Independent,,,,,Consulting Services,541618,Other Management Consulting Services,,
Life Yoga Inc,,235 Gore Rd Suite 6,Kingston,Ontario,K7L 0C3,Canada,613-546-5100,http://www.thisisyourlifeyoga.com,,5,5,"Life Yoga Inc is primarily engaged in the operation of sports, amusement, and recreation services, not elsewhere classified, such as bathing beaches, swimming pools, riding academies and schools, carnival operation, exposition operation, horse shows, picnic grounds operation, rental of rowboats and canoes, and shooting galleries.",Private,Independent,,,,,Miscellaneous Amusement and Recreation,711219,Other Spectator Sports,,
Lifefactor,Shaklee Independent Distributor,1261 Humberside Dr,Kingston,Ontario,K7P 2M9,Canada,,,"260,090.35",2,2,"Lifefactor is primarily engaged in the retail sale of specialized lines of merchandise, not elsewhere classified, such as artists' supplies; orthopedic and artificial limbs; rubber stamps; pets; religious goods; and monuments and tombstones.",Private,Independent,,,,,Miscellaneous Store Retailers,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),,
Lifelabs LP,,255 Bagot St,Kingston,Ontario,K7L 3G4,Canada,613-547-6088,http://www.lifelabs.com,,1,1,"Lifelabs LP is primarily engaged in providing professional analytic or diagnostic services to the medical profession, or to the patient on prescription of a physician.",Private,Branch,Lifelabs LP,Canada,Lifelabs LP,Canada,Diagnostic Laboratories,621511,Medical Laboratories,,
Lifemark Health Corp,Centric Health Physiotherapy & Wellness,790 Blackburn Mews Suite 12,Kingston,Ontario,K7P 2N6,Canada,613-389-2350,http://www.procarerehab.ca,,1,1,"Establishments of health practitioners engaged in the practice of health fields, not elsewhere classified. Practitioners may or may not be licensed or certified, depending on the State in which they practice. Establishments operating as clinics of health practitioners, not elsewhere classified, are included in this industry.",Private,Branch,Lifemark Health Corp,Canada,"Audax Group, L.P.",United States,Physicians and Health Practitioners,621399,Offices of All Other Miscellaneous Health Practitioners,,
Lifemark Health Corp,Lifemark Blackburn & Taylor Kidd,790 Blackburn Mews Unit 12,Kingston,Ontario,K7P 2N6,Canada,613-389-2350,http://www.procarerehab.ca,,2,2,"Lifemark Health Corp is primarily engaged in outpatient care of a specialized nature with permanent facilities and with medical staff to provide diagnosis, treatment, or both for patients who are ambulatory and do not require inpatient care.",Private,Branch,Lifemark Health Corp,Canada,"Audax Group, L.P.",United States,Outpatient Care,621498,All Other Outpatient Care Centers,,
Lifestream Animal Blood Bank Inc,,2630 Bur Brook Rd,Kingston,Ontario,K7L 4V4,Canada,613-531-0832,http://www.animalbloodbank.ca,"770,267.61",3,3,"Lifestream Animal Blood Bank Inc is primarily engaged in providing health and allied services, not elsewhere classified.",Private,Independent,,,,,Ambulatory Services,621991,Blood and Organ Banks,,
Lifetouch Canada Inc,,1748 Bath Rd,Kingston,Ontario,K7M 4Y2,Canada,,http://www.lifetouch.ca,,1,1,Lifetouch Canada Inc is primarily engaged in developing film and in making photographic prints and enlargements for the trade or for the general public.,Private,Branch,Lifetouch Canada Inc,Canada,Lifetouch Inc.,United States,Photofinishing,812921,Photofinishing Laboratories (except One-Hour),,
Lightbody Marketing,,277 Olympus Ave,Kingston,Ontario,K7M 5S3,Canada,613-777-8827,http://www.lightbodymarketing.com,"140,048.65",1,1,Lightbody Marketing is an organization engaged in promoting the business interests of their members.,Private,Independent,,,,,Associations and Organizations,813910,Business Associations,,
