Company Name,Address Line 1,Postal Code,Phone,URL,Revenue (USD),Business Description
Flash Point Pyrotechnics,3806 Accomodation Rd,K0H 1Y0,,,200069.52,"Flash Point Pyrotechnics is primarily engaged in the wholesale distribution of games, toys, hobby goods and supplies, and related goods, such as fireworks and playing cards."
Rhea's Good Food and Fine Company,493 Princess St,K7L 1C3,613-546-4192,,200069.52,Rhea's Good Food and Fine Company is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.
M Sullivan And Son Ltd,1200 Princess St,K7M 3C9,,,200069.52,"M Sullivan And Son Ltd is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Complete Home Improvements,1943 County Road 6,K0H 2H0,613-484-1822,,200069.52,"Complete Home Improvements is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Marine Museum Of The Great Lakes At Kingston,Marine 55 Ontario St,K7L 2Y2,613-542-2261,http://www.marmuseum.ca,200069.52,Marine Museum Of The Great Lakes At Kingston is primarily engaged in the operation of museums and art galleries.
Birth Control Clinic,221 Portsmouth Ave,K7M 1V5,613-549-1232,http://www.kflapublichealth.ca,200069.52,"Birth Control Clinic is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Bitswift Technology Solutions Inc,556 O'Connor Dr Suite 123B,K7P 1N3,613-766-1110,,200069.52,Bitswift Technology Solutions Inc is primarily engaged in the maintenance and repair of computers and computer peripheral equipment.
Jayz Automotive Service,242 Abrams Side Rd,K7G 2V3,613-382-0261,,200069.52,Jayz Automotive Service is primarily engaged in general automotive repair.
1059909 Ontario Limited,1140 Collins Bay Rd,K7P 2X6,613-389-3332,,200069.52,"1059909 Ontario Limited is primarily engaged in selling primarily lumber, or lumber and a general line of building materials, to the general public. While these establishments may sell primarily to construction contractors, they are known as retail in the trade. The lumber which they sell may include rough and dressed lumber, flooring, molding, doors, sashes, frames, and other millwork. The building materials may include roofing, siding, shingles, wallboard, paint, brick, tile, cement, sand, gravel, and other building materials and supplies. Hardware is often an important line sold by retail lumber and building materials dealers."
Luv-A-K9 Kingston Puppy & Dog Agility Training,1132 Clyde Crt,K7P 2E4,613-389-2895,http://www.luv-a-k9.com,200069.52,"Luv-A-K9 Kingston Puppy & Dog Agility Training is primarily engaged in performing services, except veterinary, for pets, equines, and other animal specialties."
Lusalia Construction,343 Old Quarry Rd,K7M 3L1,,,200069.52,"Lusalia Construction is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Abna Investment Ltd,177 Wellington St,K7L 3E3,,,200069.52,"Abna Investment Ltd is primarily engaged in the purchase, sale, and brokerage of securities; and those, generally known as investment bankers, primarily engaged in originating, underwriting, and distributing issues of securities."
Vimat Windows And Doors,745 Development Dr,K7M 4W6,,,200069.52,"Vimat Windows And Doors is primarily engaged in selling primarily lumber, or lumber and a general line of building materials, to the general public. While these establishments may sell primarily to construction contractors, they are known as retail in the trade. The lumber which they sell may include rough and dressed lumber, flooring, molding, doors, sashes, frames, and other millwork. The building materials may include roofing, siding, shingles, wallboard, paint, brick, tile, cement, sand, gravel, and other building materials and supplies. Hardware is often an important line sold by retail lumber and building materials dealers."
Limestone Kabob House Inc,19 Macpherson Ave Unit 13,K7M 6W4,613-634-9600,http://www.limestonekabob.com,200069.52,Limestone Kabob House Inc is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.
Josie Walsh Peras Ltd,41 Bonny Lane,K7K 6E4,,,200069.52,"Josie Walsh Peras Ltd is primarily engaged in publishing periodicals, or in publishing and printing periodicals. These establishments carry on the various operations necessary for issuing periodicals, but may or may not perform their own printing."
Limestone City Home Imprvmnt,1297 John F. Scott Rd Ss 102,K7L 4V3,613-547-6136,http://www.limestonecityhomeimprovements.ca,200069.52,"Limestone City Home Imprvmnt is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Van's Auction Service,2224 Sydenham Rd,K0H 1M0,613-541-0388,http://www.vansauction.ca,200069.52,"Van's Auction Service is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis."
Rutherford Equine Services,163 Taylor Rd E,K7G 2V3,,,200069.52,"Rutherford Equine Services is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis."
Nordex,947 Highway 2,K7L 4V1,,,200069.52,"Nordex is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
"Botham, Barry Carpentry",667 Willis St,K7M 6J5,613-634-3377,,200069.52,"Botham, Barry Carpentry is a special trade contractor primarily engaged in  carpentry work. They are involved in building and installing cabinets at the job site are classified in this industry."
1453770 Ontario Limited,1507 John Counter Blvd Unit 1,K7M 3L5,613-634-4033,http://www.attentiongetters.ca,200069.52,"1453770 Ontario Limited is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis."
Heartwood Construction,620 Cataraqui Woods Dr Suite 3,K7P 1T8,613-384-1080,,200069.52,"Heartwood Construction is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Sacred Journeys Healing Arts Centre Inc,159 Lakeshore Blvd,K7M 6S2,613-634-8220,,200069.52,Establishments of licensed practitioners having the degree of D.C. and engaged in the practice of chiropractic medicine. Establishments operating as clinics of chiropractors are included in this industry.
Electrotech,670 Mckay St,K7M 7G2,,,200069.52,"Electrotech is primarily engaged in specialized automotive repair, not elsewhere classified, such as fuel service (carburetor repair), brake relining, front-end and wheel alignment, and radiator repair."
"4 Colour, 8 Bit Comics And Games Inc",348 Princess St,K7L 1B6,613-542-1200,,200069.52,"4 Colour, 8 Bit Comics And Games Inc is primarily engaged in the retail sale of new books and magazines."
Nexus,122 Princess St,K7L 1A7,613-546-2565,http://www.kingstonnexus.ca,200069.52,"Nexus is primarily engaged in the retail sale of toys, games, and hobby and craft kits and supplies."
1382930 Ontario Limited,156 Duff St,K7K 2L5,613-542-4922,,200069.52,"1382930 Ontario Limited is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis."
"Newman's, Alex Men's Shop Ltd",214 Princess St,K7L 1B2,,,200069.52,"Newman's, Alex Men's Shop Ltd is primarily engaged in the retail sale of men's and boys' ready-to-wear clothing and accessories."
Braebury Homes,2395 Princess St,K7M 0C4,613-531-4851,http://www.braeburyhomes.com,200069.52,"Braebury Homes is a general contractor primarily engaged in construction (including new work, additions, alterations, remodeling, and repair) of single-family houses."
Braithwaite Upholstery & Canvas,620 Cataraqui Woods Dr Suite 3,K7P 1T8,613-384-9576,http://www.barrybraithwaite.com,200069.52,Braithwaite Upholstery & Canvas is primarily engaged in furniture reupholstery and repair.
International Ice Hockey Federation,277 York St,K7K 1R7,613-544-2355,,200069.52,International Ice Hockey Federation is primarily engaged in the operation of museums and art galleries.
JVS & Co Flooring Advisors,9 Faircrest Blvd,K7L 4V1,613-548-7003,,200069.52,"JVS & Co Flooring Advisors is primarily engaged in selling primarily lumber, or lumber and a general line of building materials, to the general public. While these establishments may sell primarily to construction contractors, they are known as retail in the trade. The lumber which they sell may include rough and dressed lumber, flooring, molding, doors, sashes, frames, and other millwork. The building materials may include roofing, siding, shingles, wallboard, paint, brick, tile, cement, sand, gravel, and other building materials and supplies. Hardware is often an important line sold by retail lumber and building materials dealers."
